MAG,LAT,LON,DEPTH,EVID
3.3900,33.0240,-118.1450,6.0000,7046214
3.2500,35.4280,-117.7490,7.8000,7046649
3.7000,37.5160,-116.5310,5.0000,7046677
3.6000,37.5050,-116.2830,5.0000,7046704
3.5000,37.5480,-116.2630,5.0000,7046876
4.1600,34.6040,-116.2780,6.0000,7046881
3.7000,35.8760,-114.6440,5.0000,7047030
4.0700,34.4810,-119.3530,14.5000,7047275
3.6400,34.4790,-119.3670,15.2000,7047280
3.5400,34.4790,-119.3630,14.5000,7047411
3.4200,34.1390,-116.4070,3.6000,7047437
3.3900,34.3400,-116.4500,5.2000,7047958
3.1700,33.2070,-115.7040,10.7000,7047994
3.3500,33.0010,-115.5810,18.0000,7048020
3.4100,34.5950,-116.2800,6.0000,7048074
3.0600,34.1420,-116.4290,3.1000,7048135
3.2000,37.4790,-116.3450,5.0000,7048273
3.0500,37.5560,-118.8730,6.0000,7048706
3.7400,33.4680,-116.4530,0.3000,7049125
3.7000,32.3450,-115.2180,6.0000,7049295
3.0000,34.2940,-118.4730,8.9000,7049431
3.0000,36.8370,-121.5740,7.0000,7049577
3.1300,35.4740,-118.3260,5.1000,7049584
3.9000,38.7920,-122.7420,3.0000,7049589
3.1000,37.3800,-121.7350,9.0000,7049716
3.2200,32.5460,-115.6030,14.9000,7049838
3.1000,36.6800,-121.2740,5.0000,7049853
3.4200,34.0130,-116.9450,14.2000,7050199
4.4600,33.9530,-116.3140,6.0000,7050391
3.2600,33.9530,-116.3130,4.8000,7050397
5.3000,36.0750,-117.6500,1.2000,7050470
3.3900,36.0720,-117.6440,1.6000,3285842
3.6200,36.0880,-117.6530,2.0000,3285875
3.2700,36.0800,-117.6530,1.4000,3288188
3.8200,36.0740,-117.6350,1.3000,3285900
3.0700,32.4990,-115.2830,6.0000,3286108
3.5500,36.0790,-117.6400,1.0000,7050745
3.0400,36.0900,-117.6560,1.6000,7050790
3.4500,36.0870,-117.6510,1.6000,3286408
3.7700,36.0900,-117.6520,1.6000,7050952
3.2400,36.0900,-117.6550,1.5000,7051159
3.4900,36.0930,-117.6520,1.4000,7051337
3.0600,34.5910,-116.6180,7.0000,7051454
4.2000,40.0380,-119.5810,5.0000,7051634
3.0300,36.0810,-117.6360,1.3000,7051683
3.0500,36.0920,-117.6590,2.9000,7051781
3.3800,36.0630,-117.6530,0.7000,12549759
3.5100,36.2980,-120.4130,6.0000,3287813
3.0900,36.0660,-117.6540,1.6000,7052097
3.4100,36.0760,-117.6500,1.5000,7052178
3.0700,38.6360,-119.5920,6.0000,7052395
3.2000,38.7080,-119.4820,5.0000,7052455
3.0000,38.7130,-119.5200,5.0000,7052457
3.1700,36.0640,-117.6500,1.5000,7052720
3.3900,36.0630,-117.6510,0.0000,7052763
4.3000,39.3830,-119.9270,6.0000,7052948
3.1700,36.0830,-117.6550,2.5000,7053006
3.8800,36.0840,-117.6580,1.3000,7053013
4.2000,38.9230,-119.9400,0.0000,7053104
3.6000,38.6780,-119.4910,5.0000,7053184
3.1000,36.8780,-121.6310,10.0000,7053353
3.5500,36.0750,-117.6560,1.9000,7053445
3.9700,36.0820,-117.6570,0.0000,7053541
3.1200,36.0840,-117.6580,1.7000,7053608
3.0000,36.0580,-117.8900,4.7000,7054185
3.1000,38.6690,-119.4350,5.0000,7054230
3.0000,36.0800,-117.6540,1.5000,7054431
3.0000,37.0390,-121.4850,7.0000,7054708
3.9500,33.7600,-116.8900,13.1000,7054725
3.0500,33.6200,-117.2780,12.8000,7054903
3.1600,33.6180,-117.2780,12.9000,3292336
3.9700,36.0720,-117.6510,0.0000,7055248
3.4500,36.0690,-117.6470,0.0000,7055250
3.1200,34.3710,-116.4630,2.9000,7055744
3.4500,36.0580,-117.6390,0.8000,7056116
3.7600,33.4470,-116.9010,13.4000,7056254
3.8700,33.2670,-116.0100,3.6000,7056275
3.3000,33.8190,-117.0010,12.6000,7056485
3.1700,37.3390,-118.5730,6.0000,7056616
3.2700,34.1580,-116.4240,1.3000,7056750
3.0000,34.3550,-118.7400,16.8000,7056758
3.0000,38.2540,-116.9710,5.0000,7056975
3.3100,35.0790,-118.9470,10.6000,7057163
3.1600,34.2240,-117.4290,10.6000,10102482
3.1800,36.0810,-117.6340,1.2000,7057995
3.6600,32.6190,-115.9150,12.9000,7058273
3.9600,36.1840,-120.1870,6.0000,7058285
3.3900,34.3000,-118.5670,2.3000,7058393
3.9000,38.3610,-122.6510,7.0000,7058516
3.9100,33.5030,-116.5740,1.4000,7058729
3.0000,36.7150,-121.3480,3.0000,7058907
4.4100,37.5510,-118.9080,0.4000,7059035
3.5800,32.5930,-115.9230,14.3000,7059153
3.0500,32.6030,-115.9210,8.2000,7059188
3.8800,36.0720,-117.6340,2.7000,7059434
3.7500,36.0780,-117.6380,1.9000,7059455
3.1600,36.0810,-117.6230,6.0000,7059508
3.1200,34.0020,-117.5790,3.0000,7059548
3.5100,34.4040,-119.7190,0.0000,7060006
3.4800,37.6090,-118.8640,6.0000,7060125
3.8700,33.7290,-116.0460,6.5000,7060178
3.4400,33.7380,-116.0430,7.2000,7060205
3.2700,33.7350,-116.0440,7.0000,7060179
3.7400,37.6130,-118.9390,6.0000,7060300
3.2300,37.5540,-118.8590,6.0000,3294853
3.0000,37.5550,-118.8570,6.0000,3294841
4.5700,37.5620,-118.8550,6.0000,7060310
3.1100,35.6780,-118.1080,2.5000,7060384
3.0600,34.4060,-120.7640,6.0000,7060478
3.3400,34.4450,-120.7130,6.0000,7060479
3.6000,36.0920,-117.6640,1.1000,7061511
3.6000,37.7120,-122.5670,5.0000,7061746
3.6000,37.7140,-122.5670,5.0000,7061748
3.0600,37.3790,-118.5820,6.0000,7061749
3.1100,34.9690,-116.8240,1.1000,7062489
5.2600,34.9710,-116.8190,1.7000,7062511
3.8500,34.9710,-116.8260,1.0000,7062535
3.4500,34.9740,-116.8200,0.0000,7062504
3.1200,34.9690,-116.8270,0.5000,7062564
3.4200,34.9690,-116.8220,0.0000,7062610
3.1500,33.8070,-116.9720,13.0000,7062796
3.8000,36.8380,-121.4090,10.0000,7062984
3.3000,38.8500,-119.6380,5.0000,7063177
3.0000,37.3940,-118.6070,6.0000,7063303
3.3900,33.1430,-118.6740,9.4000,7063780
3.0300,33.0390,-116.5030,3.1000,7063953
3.0400,37.6220,-118.8890,6.0000,7063983
3.0200,34.4380,-120.7220,0.0000,7064079
3.1400,33.4220,-116.9510,11.7000,7064394
4.3000,38.0630,-118.7260,6.0000,9007709
3.3000,36.8800,-121.6140,8.0000,3295475
3.5500,34.9750,-116.8120,0.8000,9008328
5.0700,34.3690,-118.6700,16.4000,9008753
3.9700,34.3750,-118.6710,14.6000,3295648
3.1100,34.3760,-118.6510,15.2000,9008746
3.0500,34.3740,-118.6510,14.8000,9008779
3.1100,34.3750,-118.6430,14.0000,9008757
3.8300,34.3730,-118.6650,15.2000,9008791
3.4000,34.3660,-118.6830,17.0000,9008832
4.9200,34.3770,-118.6490,15.2000,9008934
3.6400,34.3800,-118.6410,13.8000,9008951
3.3800,34.3960,-118.6550,13.4000,9008940
3.6800,34.3720,-118.6470,14.6000,3295658
3.4100,34.3780,-118.6330,14.8000,9008999
3.0300,36.0140,-118.4470,6.0000,9009038
3.0100,34.3840,-118.6410,13.7000,9009062
3.4600,34.3720,-118.6690,15.4000,9009589
3.1900,34.9720,-116.8110,1.0000,9009836
4.4900,35.4530,-118.4310,6.0000,9009850
3.0000,35.7280,-117.6240,6.0000,9009965
3.0000,34.8230,-120.3010,0.1000,9010084
3.8100,33.9740,-116.6720,16.5000,9010203
3.1000,40.2990,-122.0820,11.0000,9010371
3.0500,34.3720,-116.8780,4.2000,9010627
3.0900,33.8790,-118.4600,9.5000,9010637
3.5500,32.2230,-116.6860,6.0000,9010708
3.1500,34.8140,-120.3080,1.4000,9010927
3.3300,32.1920,-115.7720,6.0000,9011161
3.1600,32.2690,-116.6660,6.0000,9011285
3.6100,34.9720,-116.8090,0.9000,9011341
3.4500,34.9660,-116.8170,1.7000,9011364
3.2900,34.9730,-116.8070,1.1000,9011370
3.5100,33.0700,-116.4590,13.7000,9011379
3.9500,35.7970,-117.6370,5.3000,9011429
3.3100,35.9320,-120.5070,12.3000,9011614
3.0700,36.1630,-118.0650,0.0000,9011625
3.3500,33.3470,-116.9120,6.9000,9011839
3.4000,37.1170,-121.5210,8.0000,9011851
3.4000,37.1190,-121.5230,8.0000,9011884
3.6600,35.9700,-117.9840,5.6000,9012603
3.6800,34.9900,-116.9480,5.5000,9012662
3.6800,32.8350,-118.0030,6.0000,9012651
3.3600,35.9830,-117.6710,2.4000,9012920
3.1900,34.0480,-117.2650,15.3000,9012932
3.3900,32.6060,-115.8680,13.7000,9013137
3.8100,36.6480,-115.8010,6.0000,7068601
3.8100,37.3370,-118.7930,6.0000,9013555
4.7600,32.6810,-118.1090,6.0000,9013612
4.1800,32.6850,-118.1370,6.0000,9013626
4.5300,32.6260,-118.1510,6.0000,9013640
3.5000,32.7210,-118.1320,6.0000,9013656
3.3300,32.4910,-115.4600,6.0000,9013695
3.0400,32.7280,-118.1460,6.0000,9013900
3.5200,32.7340,-115.4320,16.1000,9013950
3.3900,35.2760,-118.5940,5.4000,9014038
3.4400,33.2630,-116.0060,3.3000,9014370
3.6500,35.4420,-118.3110,5.5000,9014396
4.1800,34.1680,-117.3360,10.0000,9014489
3.4100,34.9710,-116.8130,0.6000,9014547
3.1800,34.9720,-116.8150,0.9000,9014549
3.0200,33.1690,-115.5940,2.4000,9014599
3.1100,35.7940,-117.6360,5.3000,9014676
3.2300,36.0960,-117.6670,1.3000,9014794
4.2500,35.7910,-117.6380,4.7000,9014887
3.5200,32.1930,-115.4120,6.0000,9014900
3.5000,32.7120,-115.4160,19.8000,3296374
3.0100,34.4750,-118.0810,9.9000,9015828
3.5100,34.1560,-117.3280,10.3000,9015982
3.0400,32.0900,-114.9970,6.0000,9016116
3.5000,37.1800,-122.3240,15.0000,9016151
3.2000,32.6310,-115.9040,6.0000,9016179
3.0500,35.7710,-117.6570,6.3000,9016184
3.9000,36.9650,-121.5970,7.0000,9016626
3.4500,36.0980,-117.8780,2.1000,9017255
3.7300,35.8240,-120.3910,6.0000,9017357
3.0100,32.4100,-115.1810,6.0000,9017368
4.8900,33.3980,-116.3490,12.2000,9017527
3.7300,34.1590,-117.3290,9.8000,9017623
3.1200,33.3280,-116.3920,10.5000,9017634
3.3800,35.7530,-118.0180,4.1000,9017641
3.0700,34.3570,-118.6990,15.2000,9017703
3.3400,35.6010,-116.4770,6.0000,9017733
3.3000,37.5710,-121.6670,7.0000,9018092
3.2900,32.3940,-115.1820,6.0000,9018191
3.0900,32.3950,-115.1710,6.0000,9018221
3.4900,32.3880,-115.1770,6.0000,9018227
3.5600,32.3990,-115.1840,6.0000,9018229
3.0400,37.6270,-118.9600,6.0000,9018431
3.0700,34.2010,-118.5650,16.9000,9018645
3.6000,36.9790,-121.4670,7.0000,9018862
3.3700,32.3230,-115.1290,6.0000,9019209
3.2600,32.3400,-115.1270,6.0000,9019218
3.0500,32.3060,-115.1190,6.0000,9019211
3.0100,32.3060,-115.1280,6.0000,9019244
3.3900,32.3020,-115.1270,6.0000,9019361
3.6100,32.8350,-118.3970,17.2000,9019599
3.0500,34.1500,-117.3330,6.2000,9019721
3.0400,32.2930,-115.1260,6.0000,9019722
3.1000,36.8370,-121.5690,7.0000,3296788
3.3000,38.7560,-119.6220,0.0000,9020726
3.3300,34.1810,-118.5240,6.7000,9020807
3.0800,38.5800,-118.5340,6.0000,9020867
4.2000,38.5710,-118.5030,10.0000,9020877
4.1000,38.5630,-118.4890,10.0000,9020888
3.3400,35.5940,-118.3610,1.7000,9021248
3.5000,35.4500,-118.4330,6.4000,9021959
3.1000,34.1500,-117.3320,8.2000,9022103
3.0500,33.4610,-118.1950,1.5000,3296899
3.0600,35.8600,-117.8310,10.4000,9022447
4.0500,36.8870,-116.2770,6.0000,9023014
3.2500,36.2520,-120.2780,6.0000,3296928
3.3300,34.4590,-119.0100,6.1000,9023264
3.2600,32.5800,-115.6460,13.9000,9023680
4.1100,34.1410,-116.8560,10.2000,9023927
3.3900,34.3990,-118.3500,5.2000,9024400
4.4200,34.3010,-116.4520,7.7000,9024626
3.1200,34.5000,-118.3230,3.3000,9025392
3.5300,35.9540,-120.5250,8.9000,9025566
3.4100,35.7800,-116.6460,6.0000,9025631
3.0300,34.2660,-118.4720,10.7000,9025643
3.1000,37.7090,-118.9380,6.0000,3297287
3.4400,35.9370,-120.5370,6.0000,9025787
3.0200,37.7090,-118.9620,6.0000,9026047
3.8700,34.1100,-117.4320,3.0000,9026401
3.1700,34.9630,-116.8380,2.5000,9026438
3.1200,34.0200,-116.7490,13.3000,9026626
3.0000,34.2240,-118.6200,3.4000,9026670
3.3900,33.4180,-118.7440,10.3000,9026968
3.0400,34.9770,-116.9550,5.5000,9027779
3.2000,36.5300,-121.1130,6.0000,9027895
3.9000,39.6020,-122.0650,13.0000,9028073
3.0700,34.2540,-118.7060,14.2000,9028147
3.1700,33.1760,-116.0390,11.4000,9028384
3.4200,35.4490,-118.4320,7.3000,9028521
3.2700,37.7880,-118.8740,6.0000,9028593
4.0000,37.3520,-118.7210,6.0000,9028799
3.2000,37.8550,-118.2030,2.0000,9028954
3.8000,36.7140,-121.0180,1.0000,9029046
4.2000,37.8310,-118.2380,1.0000,9029316
3.7000,37.8340,-118.2320,0.0000,9029375
3.3000,37.8440,-118.2200,2.0000,9029290
3.6000,37.8400,-118.1630,5.0000,9029384
3.1000,37.8440,-118.2270,1.0000,9029397
4.9000,37.8690,-118.2070,6.0000,9029428
3.5000,37.8310,-118.2370,4.0000,9029416
4.3000,37.8600,-118.2040,6.0000,9029492
3.5000,37.8260,-118.1890,6.0000,9029510
3.0200,37.8340,-118.1680,6.0000,9029535
3.4000,37.6480,-118.8660,6.0000,9029798
3.0000,37.6620,-118.8640,6.0000,9029807
3.1500,37.6900,-118.8540,6.0000,9029739
3.5700,34.1040,-117.4300,4.9000,9029821
3.3500,32.6750,-118.0460,6.0000,9029878
4.4000,39.9120,-120.8450,5.0000,9030042
4.2100,37.2410,-117.8600,6.0000,9030105
3.4200,37.2490,-117.8490,6.0000,9030093
3.8500,34.9790,-116.9500,5.2000,9030140
3.4000,37.8650,-118.2380,6.0000,9030296
3.1700,37.7130,-118.8700,6.0000,9030348
3.0200,35.7460,-117.6220,4.7000,9030353
3.0200,37.7960,-118.2330,6.0000,9030708
3.3000,37.8530,-118.1940,6.0000,9030727
3.1000,37.6540,-118.9020,6.0000,9031100
3.9000,37.6600,-118.8940,6.0000,9031147
3.0000,37.6700,-118.8840,6.0000,3297614
3.6000,35.6570,-118.2720,11.6000,9031252
4.6800,37.2330,-117.8810,6.0000,9031307
3.5400,37.2160,-117.9500,6.0000,9031318
3.1200,37.6340,-118.9860,6.0000,9031354
3.4000,36.8160,-121.5450,7.0000,9031375
3.0500,37.6880,-118.9300,6.0000,9031560
3.0900,32.1750,-115.3760,6.0000,9031620
4.7600,37.6420,-118.9080,5.5000,9032007
3.1000,37.5800,-118.9400,6.0000,9032015
3.3000,37.6490,-118.9110,6.0000,9032026
3.0000,37.6300,-118.9380,6.0000,3297637
3.2000,37.6600,-118.7900,6.0000,9032187
4.0300,37.7400,-118.9210,6.0000,7083308
3.0000,37.5650,-118.9510,6.0000,9032155
3.5000,37.7170,-118.9190,6.0000,9032255
3.0500,37.6240,-118.9480,6.0000,9032268
3.0000,37.6260,-118.9270,6.0000,3297640
4.7700,37.7030,-118.9300,6.0000,9032282
3.0400,37.6270,-118.9290,6.0000,9032308
3.2900,37.6610,-118.9470,6.0000,9032161
3.2000,37.7050,-118.9150,6.0000,9032387
3.7000,37.6270,-118.9540,6.0000,9032414
3.8000,37.6380,-118.9470,6.0000,9032455
3.7000,37.6280,-118.9570,6.0000,9032525
3.1300,37.6740,-118.8880,6.0000,9032545
3.3700,37.6770,-118.8910,6.0000,3297638
3.8000,37.6240,-118.9440,6.0000,9032609
3.0200,37.6670,-118.9150,6.0000,9032704
3.4700,32.7010,-118.1150,6.0000,9032784
3.5000,38.6720,-119.7690,6.0000,9032865
3.0000,37.6480,-118.9380,6.0000,9032877
3.7100,32.2740,-115.3010,6.0000,9032954
5.1600,37.7170,-118.9340,6.0000,9033195
3.0900,37.6250,-118.9480,6.0000,9033179
3.0000,37.6660,-118.9460,6.0000,9033231
4.1000,37.6530,-118.9350,6.0000,9033445
3.4700,37.6300,-118.9600,6.0000,9033465
3.9500,37.6500,-118.9380,6.0000,9033486
3.1500,37.6250,-118.8730,6.0000,3297671
3.4400,33.1630,-115.6550,2.4000,9033605
3.6200,37.6650,-118.9440,6.0000,9033676
4.0800,34.0970,-116.9960,4.5000,9033757
3.5600,36.3940,-120.2660,6.0000,9033885
3.0000,36.8520,-121.5800,5.0000,9033972
3.1000,37.2450,-118.3520,6.0000,9034085
4.0100,32.3370,-115.2630,6.0000,9034200
3.2800,36.3160,-120.3780,6.0000,9034226
3.1300,37.6340,-118.8940,6.0000,9034305
3.0100,32.4750,-115.3860,6.0000,9034334
3.0900,37.6300,-118.9370,6.0000,3297678
3.9200,37.6390,-118.9490,6.0000,9034591
3.4000,36.1120,-120.2170,6.0000,9034725
3.5300,37.6360,-118.8900,6.0000,9034941
3.0200,37.6340,-118.8530,6.0000,9035403
4.6000,40.3030,-124.4660,9.0000,9035491
3.7300,36.4560,-117.6590,6.0000,9035535
4.1000,37.6460,-118.9770,6.0000,9035586
3.3200,32.0020,-116.3600,6.0000,9035948
3.3600,37.6320,-118.8770,6.0000,9035965
3.1000,37.6240,-118.8580,3.9000,9036104
3.0000,37.6320,-118.8830,4.2000,9036235
4.0700,37.6400,-118.8710,6.0000,9036269
3.6800,33.3200,-115.6890,10.2000,9036250
3.5300,33.3120,-115.6950,2.0000,9036406
3.1000,37.6260,-118.8320,6.0000,9036458
3.4500,37.6300,-118.8370,6.0000,9036481
3.2000,36.6000,-121.1990,6.0000,9036502
4.2000,37.6040,-118.9050,6.0000,9036622
3.1000,36.9360,-121.6830,13.0000,9036764
4.0700,33.1920,-115.6080,10.2000,9036954
3.1000,33.1930,-115.6100,5.5000,9037000
4.0500,37.6390,-118.8660,6.0000,9037180
3.8400,37.6480,-118.8520,4.8000,9037365
3.4100,37.6410,-118.8900,5.5000,9037415
4.2500,37.6590,-118.9570,6.0000,9037574
3.0900,37.6460,-118.8390,6.0000,9038255
3.3500,37.6450,-118.8380,6.0000,9038285
3.5900,37.6490,-118.8890,6.0000,9038421
3.3500,37.6470,-118.8910,6.0000,3297911
3.3700,34.2000,-118.6370,3.3000,9038413
3.0500,37.6370,-118.9420,5.0000,9038535
3.3900,37.6370,-118.8380,8.4000,9038643
4.4900,37.6340,-118.8660,5.0000,9038670
4.2900,33.9510,-117.7090,11.5000,9038699
3.2600,37.6340,-118.8690,6.0000,9038938
3.7300,32.3020,-115.2450,6.0000,9038971
3.1200,33.8880,-117.8790,5.1000,9039015
3.4000,33.1940,-115.6030,4.5000,3297965
3.5600,37.6420,-118.8640,6.0000,9039299
3.2500,37.6460,-118.8660,6.0000,9039303
3.4600,37.6420,-118.8580,6.0000,3297998
4.0500,37.6460,-118.8690,6.0000,9039309
3.7900,37.6410,-118.8670,6.0000,9039493
3.3500,34.1870,-118.4660,11.3000,9039574
3.2200,33.2340,-115.5690,3.2000,9039606
3.8500,33.2320,-115.5770,1.8000,9039664
3.0900,32.2030,-115.5840,6.0000,9040171
3.0200,37.6090,-118.9040,6.0000,9040286
3.2200,32.1790,-115.6100,6.0000,9040330
3.1500,32.9750,-116.4490,13.1000,9040548
3.7100,37.6670,-118.7950,6.0000,9040737
3.1600,34.6240,-116.6720,4.0000,9041036
3.5100,32.6500,-116.2260,11.4000,9041044
3.0200,34.9810,-116.9470,6.0000,9041046
3.0100,34.3040,-118.4760,4.9000,9041409
3.4700,37.6470,-118.8040,6.0000,3298106
3.4700,34.1110,-116.9140,7.3000,9041788
3.0700,37.6360,-118.9890,6.0000,9041963
3.1000,33.7900,-116.9740,14.7000,9042104
3.8500,37.6380,-118.9330,6.0000,9042141
3.1700,33.5530,-118.1550,3.0000,9042378
3.0400,36.2480,-120.2670,6.0000,9042503
3.4700,37.6510,-118.8820,6.0000,9042793
3.0500,37.6250,-118.9310,6.0000,9043050
3.4200,32.7320,-118.0770,6.0000,9043304
3.0000,32.0060,-115.7640,6.0000,9043863
5.2300,36.0670,-117.6380,1.8000,9044494
4.8500,36.0610,-117.6300,0.9000,3298168
3.0000,36.0680,-117.6350,0.0000,3298184
3.6900,36.0730,-117.6380,0.0000,3298169
4.4600,36.0720,-117.6250,1.1000,3298170
3.1000,36.0640,-117.6270,1.0000,3298208
3.0900,36.0690,-117.6290,1.1000,9044565
3.0800,36.0670,-117.6230,0.9000,9044621
3.5400,36.0810,-117.6470,0.0000,9044564
3.1600,36.0660,-117.6440,1.4000,9044487
3.0000,36.0550,-117.6420,2.0000,3298220
3.1200,36.0790,-117.6380,1.1000,9044490
3.2500,36.0720,-117.6390,1.9000,9044644
4.4400,36.0620,-117.6470,2.1000,9044650
3.2400,36.0740,-117.6250,1.0000,9044690
3.6700,36.0790,-117.6200,1.4000,9044750
3.6300,36.0770,-117.6280,1.8000,9044752
3.6500,36.0630,-117.6320,0.5000,9044920
3.2000,36.0770,-117.6240,1.1000,9044956
3.0700,36.0700,-117.6290,0.9000,9045082
5.0400,36.0760,-117.6180,1.7000,9045109
4.8000,36.0740,-117.6230,0.0000,3298191
3.2300,36.0740,-117.6240,0.9000,9045307
3.2900,36.0600,-117.6420,1.8000,9045306
3.0200,36.0760,-117.6190,0.7000,9045417
3.0700,36.0700,-117.6360,1.3000,9045563
3.1600,36.0740,-117.6210,0.6000,9045577
3.4200,36.0710,-117.6330,0.9000,9045621
3.8900,36.0750,-117.6170,1.1000,9045697
3.0900,36.0790,-117.6340,2.7000,9046084
4.4500,34.0240,-117.2300,14.9000,3298292
3.0800,34.0150,-116.7800,14.7000,9046642
3.1000,37.6080,-118.8730,6.0000,9046897
3.0100,33.4350,-116.4220,4.0000,9046908
3.2500,37.6340,-118.8500,6.0000,9046964
3.1100,36.0800,-117.6150,0.9000,9047201
3.7900,36.0750,-117.6210,1.0000,9047214
3.0600,37.4980,-118.3970,6.0000,9047287
3.0400,37.6030,-118.8610,5.5000,9048017
3.1500,34.4520,-119.4880,18.6000,9048048
3.0200,35.2140,-118.1160,6.1000,9048155
3.0400,37.4600,-118.8040,6.0000,9049581
3.3600,36.0720,-117.6260,0.3000,9049644
3.1100,36.0850,-117.5980,0.8000,9050470
3.0200,37.9000,-118.1880,6.0000,9050518
3.1600,34.1020,-118.2590,9.2000,9050697
3.6000,34.6090,-116.6280,9.1000,9050946
3.3300,37.5280,-118.8790,6.0000,9051456
3.0900,37.6270,-118.9520,6.0000,9051481
3.3900,34.9580,-116.6680,6.0000,9051559
3.0100,32.9870,-117.7600,6.0000,9051703
3.7900,34.0750,-118.1070,7.1000,9051747
3.7900,34.3520,-118.6670,14.2000,9052491
3.0900,33.1620,-115.6420,1.1000,9053318
3.3800,37.6820,-118.9030,7.8000,9053384
3.4800,36.0100,-117.8000,2.2000,9053408
3.1100,37.6340,-118.9530,5.2000,9053712
3.0000,34.1730,-117.3430,11.2000,9054563
3.0600,37.5690,-118.8510,6.0000,9054672
3.0100,37.0890,-117.7550,6.0000,9055508
3.0200,34.1240,-118.4820,7.7000,9055585
3.7000,33.4430,-116.8590,12.8000,9055663
4.1600,37.5840,-118.7980,6.0000,9056191
3.9000,36.0900,-117.5970,0.3000,9056232
3.0200,35.9250,-117.7580,7.4000,9056295
3.1800,36.0710,-117.6240,0.2000,9056401
5.2200,37.5910,-118.7910,6.0000,9056407
3.1000,37.5760,-118.7910,6.0000,9056452
3.8800,37.5790,-118.7810,6.0000,9056480
3.2400,37.5830,-118.7830,6.0000,9056501
4.1400,37.6080,-118.7820,6.0000,9056518
3.0700,37.5800,-118.7720,6.0000,9056568
3.1000,37.5870,-118.7870,6.0000,9056704
3.0300,37.5410,-118.8190,6.0000,9056696
3.2400,37.6420,-118.9030,6.0000,9056735
4.3500,37.5740,-118.7860,6.0000,9056816
3.2200,37.5780,-118.7790,6.0000,9056793
3.3000,37.5730,-118.8050,6.0000,9056887
3.2300,36.3120,-120.4240,6.0000,9056972
3.0900,36.3140,-120.4220,6.0000,9056982
3.1500,37.5770,-118.7910,6.0000,9057195
3.7000,33.0600,-117.9310,6.0000,9057277
3.1700,37.5970,-118.8330,6.0000,9057383
3.2800,33.3400,-116.2480,15.4000,9057477
3.0300,34.2710,-116.9610,9.8000,3299987
3.2600,34.2740,-116.9620,9.9000,9057512
3.2000,34.2710,-118.5780,12.1000,9057563
3.8800,34.2760,-118.5770,8.1000,9057559
3.2900,37.5920,-118.8200,6.0000,9057593
3.7800,37.5620,-118.7700,6.0000,9057870
3.6100,34.0310,-116.6460,12.8000,9057907
3.0900,37.6580,-118.8810,6.9000,9057926
3.0000,34.0160,-119.0930,4.7000,9058055
4.1300,37.5670,-118.7460,6.0000,9058068
3.2500,37.4930,-118.9430,6.0000,9058226
3.2100,37.4900,-118.9480,6.0000,3300065
3.8900,33.0280,-115.8780,3.7000,9058311
4.5800,37.5970,-118.8040,6.0000,9058328
3.0000,37.4860,-118.9520,6.0000,9058513
4.7500,36.9450,-117.5250,6.0000,9058934
3.1200,36.9740,-117.4440,6.0000,9058971
3.1100,35.4420,-118.4400,7.7000,9059079
3.0000,36.9850,-117.4400,6.0000,9059220
3.4100,36.9780,-117.5140,6.0000,9059231
3.2200,36.9640,-117.4780,6.0000,9059291
3.0300,32.8750,-118.4270,13.5000,9059411
3.7100,34.6360,-116.6870,1.1000,9059472
3.6800,36.9400,-117.5420,6.0000,9059586
4.0700,33.2240,-116.0880,12.3000,9060065
3.0100,35.4540,-118.4220,6.3000,9060128
3.7400,37.5850,-118.8080,6.0000,9060273
5.2800,37.5980,-118.7770,6.0000,9060408
3.1800,37.5610,-118.7890,6.0000,9060418
3.0900,37.6090,-118.7580,6.0000,9060446
4.1200,37.5480,-118.7970,6.0000,9060462
3.9700,37.6180,-118.9120,6.0000,9060466
3.5200,37.5860,-118.7750,5.0000,9060512
3.0200,37.6600,-118.7710,6.0000,9060557
3.4200,37.5480,-118.8090,6.0000,9060577
3.2900,37.5110,-118.8060,6.0000,9060586
3.0800,37.5350,-118.8090,0.0000,7106019
3.3900,37.5620,-118.7920,6.0000,9060639
3.3000,37.4910,-118.7970,6.0000,9060807
3.2700,34.9780,-116.9510,4.7000,9060903
3.0700,37.5230,-118.8040,0.0000,9060961
3.5100,37.5320,-118.8100,6.0000,9060997
3.5300,33.8350,-119.3000,10.7000,9061051
3.2000,37.5620,-118.7880,6.0000,9061235
3.3000,37.6080,-118.7730,6.0000,9061349
3.0300,32.9770,-115.5360,8.1000,9061656
3.8800,33.1760,-116.5700,12.7000,9061916
3.8800,37.6090,-118.8870,6.0000,9062052
3.0100,37.6020,-118.8890,6.0000,9062041
3.3000,36.8820,-117.6800,6.0000,9062089
3.5500,33.9470,-116.3610,7.4000,9062109
3.2100,32.0690,-115.5430,6.0000,9062108
3.1700,37.6850,-118.8290,6.0000,9062180
3.0900,37.5470,-118.7750,6.0000,9062187
3.2400,32.5580,-115.3000,6.0000,9062282
3.1700,33.3270,-118.8780,6.0000,9062529
3.3200,37.6580,-118.7260,6.0000,9062616
4.2800,37.5840,-118.7780,6.0000,9062647
3.0000,37.5830,-118.7910,6.0000,9062753
3.9800,37.5710,-118.7940,6.0000,9062794
3.0600,37.5760,-118.7780,6.0000,9062810
3.1600,32.0620,-115.5430,6.0000,9062838
3.5700,32.0370,-115.5400,6.0000,9062845
3.0500,37.6780,-118.7180,6.0000,9063078
