MAG,LAT,LON,DEPTH,EVID
4.0500,37.5970,-118.7770,6.0000,9063101
3.3500,37.5600,-118.7800,6.0000,9063340
3.3000,37.6810,-118.8390,6.0000,9063424
3.6700,37.6730,-118.8410,6.0000,3300333
3.0400,34.4570,-120.7690,0.0000,9063699
3.1500,34.6390,-117.5190,8.4000,9063741
3.6100,34.8430,-117.6130,6.1000,9063754
3.8300,36.1630,-120.1870,6.0000,9063814
4.7800,34.1210,-116.9280,6.2000,9064093
3.0000,34.1090,-116.9250,4.5000,9064128
3.4200,34.2710,-117.2020,7.1000,9064204
3.2400,34.1220,-116.9310,7.2000,9064258
3.4500,37.4610,-118.8010,6.0000,9064465
4.4000,34.3740,-117.6480,9.0000,9064568
3.4800,38.3040,-118.3480,6.0000,9064581
3.0000,35.9430,-117.3290,1.2000,9064652
3.3800,34.0990,-116.9530,10.0000,9064808
3.1500,37.6020,-118.8070,6.0000,9064906
3.6200,37.1610,-117.8260,6.0000,9065106
3.3900,34.2850,-118.4340,10.1000,3301089
3.4200,32.5110,-115.2360,6.0000,9065152
3.1000,34.1080,-116.9190,5.1000,9065437
3.0100,32.2760,-115.1450,6.0000,9065769
3.5300,37.5910,-118.8210,6.0000,9065935
3.1600,33.2860,-116.1980,3.1000,9066434
3.2100,37.5720,-118.7890,6.0000,9066493
4.0000,37.3780,-118.6970,6.0000,9066516
3.3800,35.9590,-120.5190,11.8000,9066981
3.3600,35.9530,-120.5410,10.4000,9067028
3.0100,36.1650,-120.7410,5.1000,9067327
3.1100,35.7490,-121.3510,6.0000,9067369
3.0400,37.5420,-118.7980,6.0000,9067811
3.0600,32.7870,-115.4560,9.8000,9068095
3.3700,34.3150,-116.9240,6.7000,7112712
4.6300,34.1110,-116.9200,4.4000,7112721
3.0500,34.7040,-121.5150,6.0000,9068333
3.1100,34.4640,-117.9400,8.4000,9068355
3.0000,37.5660,-118.7940,6.0000,9068516
3.1500,35.3770,-121.3640,6.0000,9068829
3.8100,32.3560,-115.2460,6.0000,9069068
3.2700,37.5720,-118.7890,6.0000,9069155
3.0500,32.8190,-115.4550,9.6000,9069207
3.0700,37.5910,-118.8020,6.0000,9069335
3.1200,32.0750,-115.4200,6.0000,9069393
3.5700,32.0370,-115.4100,6.0000,9069409
3.5100,32.0170,-115.4200,6.0000,9069436
3.2000,32.0840,-115.4190,6.0000,9069480
4.1700,32.0580,-115.4060,6.0000,9069505
3.7100,32.0180,-115.4080,6.0000,9069508
3.1000,32.0650,-115.4150,6.0000,7114044
3.7400,32.0850,-115.4040,6.0000,9069581
3.0600,32.0740,-115.4250,6.0000,9069573
3.2200,35.6320,-120.9710,6.0000,9069597
3.0700,34.9450,-116.6560,0.5000,9069619
3.2200,32.0790,-115.4120,6.0000,9069638
3.0100,33.9660,-117.1760,14.1000,9069870
4.8200,34.3230,-116.8440,5.9000,9069997
3.1100,34.3190,-116.8450,5.2000,9069988
3.6400,34.3240,-116.8510,4.5000,9070033
4.0900,34.3200,-116.8500,4.3000,9070083
3.0400,34.3160,-116.8440,5.7000,9070227
3.3500,34.3190,-116.8510,5.0000,9070300
3.0800,34.3190,-116.8480,6.2000,9070553
3.8700,33.1800,-115.6000,1.1000,9070672
3.1100,34.3160,-116.8420,5.2000,9070822
3.0100,33.9340,-116.9500,7.1000,9070922
3.0500,35.9200,-120.4930,12.3000,9071189
3.6900,32.2740,-118.3630,6.0000,9071312
3.4500,34.1510,-116.4250,10.1000,9071348
3.7000,37.4750,-118.8070,6.0000,9071404
3.3800,33.2240,-116.0640,13.5000,9071640
3.3300,34.2220,-117.4450,8.0000,9072092
3.0100,36.0430,-117.7150,0.0000,9072338
3.0200,32.0610,-115.4220,6.0000,9072544
3.7000,37.6310,-118.9340,6.0000,9073072
3.1500,37.6320,-118.9990,6.0000,9073095
3.5700,35.3430,-118.5450,1.1000,9073275
3.7400,34.3050,-120.7980,6.0000,9073291
3.3100,34.3430,-120.7350,6.0000,9073311
3.5400,34.0100,-116.7740,19.9000,9073452
3.6800,32.7240,-115.9200,6.9000,9073500
4.0000,37.5510,-118.8280,5.5000,9073597
3.8100,37.5800,-118.8560,6.0000,9073581
4.0200,37.5460,-118.8280,5.5000,9073612
3.0500,37.5550,-118.7950,6.0000,9073627
3.2300,36.0370,-117.5830,0.0000,9073744
4.1100,37.5870,-118.8430,19.0000,9073767
3.9200,33.6380,-119.0750,6.0000,9073877
3.2000,32.0690,-115.4220,6.0000,9073955
3.2300,33.5040,-117.9170,6.8000,9074051
3.6800,33.5080,-117.9240,11.4000,9074054
3.2700,36.0930,-118.3840,11.6000,9074364
3.1800,32.1750,-115.0270,6.0000,9074627
3.1200,36.0730,-117.8340,2.3000,9074665
3.1000,37.6360,-118.9050,6.0000,9074820
3.4600,35.0130,-119.1950,9.1000,9074844
3.2400,32.8250,-115.6190,14.9000,9074854
3.2100,32.8360,-115.6170,10.1000,9074863
3.3500,32.8270,-115.6140,14.6000,9074860
3.0700,36.0670,-117.8360,2.5000,9074985
3.7500,32.7180,-115.9190,10.0000,9075784
4.3800,32.7110,-115.9250,10.5000,9075803
3.1200,32.7220,-115.9320,4.0000,9075807
3.3900,33.6500,-119.0140,6.0000,9075894
3.0100,36.6430,-121.2390,6.0000,9076245
3.2500,36.0660,-117.8320,3.1000,9076345
3.5800,36.0610,-117.8300,2.9000,9076380
3.1800,34.1380,-119.1700,2.4000,9076478
3.0600,32.4240,-117.9260,6.0000,9076561
3.0200,36.0630,-117.8290,3.5000,9076580
3.0500,35.3420,-118.5670,6.6000,9076634
3.3700,34.3170,-116.8430,5.0000,9076749
3.1000,37.0000,-116.0000,6.0000,9076944
3.2000,38.0530,-118.9540,6.0000,3306834
3.5900,34.0860,-117.4320,3.0000,9077185
3.0200,35.3430,-118.5400,0.0000,9077222
3.2100,36.0450,-117.7150,1.0000,9077342
3.1000,32.0380,-115.1470,6.0000,9077357
3.1200,35.3420,-118.5400,0.0000,9077576
4.2400,32.5910,-116.1610,6.8000,9078694
3.5400,32.6020,-116.1520,6.1000,9078698
3.4700,33.2010,-115.9860,6.0000,9078766
3.3500,34.8380,-118.9470,13.3000,9078772
3.1800,37.6290,-119.0110,8.7000,9079174
4.0500,35.9420,-120.4990,12.7000,9079311
3.2600,32.1850,-116.9550,6.0000,9079323
3.5200,32.1900,-115.0960,6.0000,9079420
3.3400,35.9350,-120.4850,12.1000,9079808
3.4100,33.9680,-116.3520,7.9000,9079844
3.0100,34.3350,-118.4740,9.6000,9080086
3.0300,34.3280,-116.8460,5.1000,9080321
3.7500,37.5180,-118.8800,6.0000,9080436
4.2700,32.5840,-116.1650,7.4000,9080531
3.0100,32.3430,-115.2220,6.0000,9080643
3.0500,33.6380,-119.0600,6.0000,9080722
3.0900,37.4980,-118.7600,6.0000,9080942
3.4100,35.9040,-120.5490,6.0000,9081094
3.0400,35.6890,-118.4510,4.0000,9081335
3.7900,34.0340,-117.2240,16.5000,9081410
3.0000,37.6580,-118.8650,6.0000,9081881
3.3600,33.7340,-117.0610,11.6000,9081930
3.0300,32.5860,-116.1750,4.5000,9082219
3.0000,32.5900,-116.1660,5.4000,9082239
3.1100,34.1440,-116.4330,3.0000,9082400
4.0700,32.5940,-116.1620,8.6000,9082683
3.5900,34.3530,-118.5810,1.9000,9083105
3.0700,34.3190,-116.8410,7.2000,9083137
3.4500,33.6690,-117.9540,10.9000,9083372
3.3400,33.9830,-116.4020,3.1000,9083436
3.3700,32.4510,-116.8900,6.0000,9083541
3.2900,33.1660,-115.6410,0.8000,9083580
3.1100,33.1650,-115.6390,1.6000,9083589
3.1500,34.4840,-116.5110,3.3000,9083778
3.0900,36.2580,-120.8210,3.1000,9083931
3.4800,32.5860,-116.1630,9.0000,9084016
4.1500,32.5850,-116.1620,8.0000,9084040
3.3900,32.0820,-115.5160,6.0000,9084245
3.8700,34.1380,-116.7680,10.8000,9084273
3.9000,37.5470,-118.8760,6.0000,9084530
3.0500,33.9850,-116.4050,3.8000,9084570
3.0000,33.0140,-115.5820,9.2000,9085105
3.7000,33.9550,-116.3180,7.5000,9085336
3.5800,32.7170,-118.1140,6.0000,9085494
3.0000,37.5470,-118.8050,6.0000,9085696
3.5700,34.0690,-116.3710,1.8000,9085734
3.0200,36.9160,-115.7690,6.0000,9086344
4.9300,34.0620,-116.3660,1.9000,9086596
3.4000,34.0560,-116.3710,0.2000,3317352
3.4500,34.0630,-116.3740,0.0000,3317354
3.0800,34.0680,-116.3710,0.0000,3317399
3.1600,34.0220,-116.3550,0.0000,3317357
3.4800,34.0760,-116.3710,2.0000,9086688
3.9400,34.0280,-116.3550,1.4000,9086693
3.3800,34.0390,-116.3620,1.8000,7129392
3.7000,34.0430,-116.3530,0.1000,3317344
3.8000,34.0340,-116.3640,0.0000,7129394
3.1400,34.0300,-116.3560,0.0000,7129529
3.3500,34.0360,-116.3600,0.0000,7129510
3.1300,34.0640,-116.3680,0.0000,7129519
3.2100,34.0680,-116.3640,1.1000,9086741
4.1500,34.0330,-116.3590,1.8000,3317364
3.2200,34.3500,-119.6240,13.1000,9086891
5.4400,37.5300,-118.8180,6.0000,9087073
3.4400,37.4770,-118.8370,4.8000,9087053
3.9100,37.4870,-118.8430,0.0000,9087106
3.2300,37.4940,-118.8270,6.0000,9087120
3.3400,37.4750,-118.8450,6.0000,3317591
3.2300,37.5160,-118.8220,0.3000,9087070
3.0500,37.5340,-118.8150,6.0000,9087122
3.4100,37.5300,-118.8170,6.0000,9087167
3.0400,37.5110,-118.8300,6.0000,9087199
3.1800,37.4840,-118.8370,0.3000,9087204
4.7700,37.5050,-118.8010,6.0000,9087211
3.0200,37.5130,-118.8130,4.8000,9087201
3.0000,37.5460,-118.8110,8.1000,9087308
3.7400,37.4910,-118.8500,6.0000,9087362
3.1000,37.5530,-118.8040,6.0000,9087333
3.1700,37.4950,-118.8280,6.0000,9087382
3.1200,37.5420,-118.8030,5.7000,9087439
3.0100,37.5260,-118.8150,6.8000,9087444
3.1100,37.5050,-118.8250,5.5000,9087457
3.0300,37.5220,-118.8180,8.7000,9087529
3.3100,37.4660,-118.8470,5.5000,9087690
3.2100,37.4710,-118.8420,5.0000,9087693
3.1000,37.5280,-118.8130,5.5000,9087713
3.8400,37.5070,-118.8210,0.3000,9087777
3.2400,37.5100,-118.8170,1.7000,9087785
3.2200,37.5080,-118.8180,2.1000,9087797
3.0000,36.5530,-117.8040,6.0000,9087825
3.2600,36.5530,-117.8260,6.0000,3317385
3.3100,37.5430,-118.8070,4.9000,7130440
3.1100,37.4760,-118.8340,5.5000,9087913
3.0900,37.5190,-118.8170,1.7000,9087987
3.4000,37.5100,-118.8020,5.0000,9088034
3.0500,37.5290,-118.8160,6.8000,9088075
3.3800,37.4980,-118.8330,6.0000,9088142
3.1900,37.5400,-118.8240,12.8000,9088314
3.1900,34.7230,-121.4360,6.0000,9088895
3.7000,37.5330,-118.8080,6.0000,9089053
3.1100,37.5050,-118.8040,6.0000,9089052
3.9700,37.6100,-118.7780,13.0000,9089160
3.0600,37.5640,-118.7900,6.0000,9089137
3.0700,37.5550,-118.7960,5.3000,9089172
3.1000,37.5690,-118.7970,5.2000,9089187
3.2300,37.5580,-118.7900,4.2000,9089208
3.0300,33.1880,-115.5770,0.9000,9089223
4.1100,37.5500,-118.8030,6.0000,9089261
3.3100,37.5530,-118.7950,6.0000,9089290
3.2200,37.4800,-118.8440,8.7000,9089294
3.0700,37.5460,-118.7970,6.0000,9089301
4.4000,37.5050,-118.8280,0.0000,9089346
3.0400,37.5580,-118.8040,6.0000,9089403
3.3400,37.5580,-118.8090,6.0000,9089610
3.0700,37.5710,-118.8000,6.0000,9089808
3.1300,37.5520,-118.8020,6.0000,9089871
3.4300,34.0120,-118.2110,9.6000,9089885
3.0200,34.0140,-118.2150,4.5000,9089890
3.2500,35.9040,-115.7900,6.0000,9090196
4.9200,32.3790,-115.2430,6.0000,9090222
3.2500,35.8810,-115.7880,6.0000,9090326
3.4900,37.5640,-118.7930,6.0000,9090357
3.4600,37.5090,-118.8320,0.0000,9090523
3.6900,34.0670,-116.3650,1.9000,9090571
3.4900,37.4750,-118.7780,7.3000,9090585
4.4000,37.5270,-118.8040,0.0000,9090617
3.0300,37.5580,-118.7860,6.0000,9090788
3.0200,37.5350,-118.8050,6.0000,9090827
3.1600,36.2090,-120.3190,6.0000,9091318
3.6200,37.0000,-121.0000,6.0000,9091380
3.0700,33.9660,-116.4070,8.5000,9091618
3.5800,35.3030,-118.5560,5.1000,9091706
3.1400,36.1910,-120.0780,6.0000,9091757
3.2900,37.5290,-118.7840,6.0000,9091893
3.2700,37.5200,-118.7920,6.0000,9091899
3.3200,37.4510,-118.8320,0.0000,9091913
3.0200,34.1670,-116.4410,9.6000,9091960
3.0900,34.9720,-117.0240,7.4000,9092308
3.1500,34.0110,-118.2130,6.1000,9092333
3.0000,34.0090,-118.2190,8.5000,9092350
3.1100,37.5370,-118.8080,0.0000,9092490
3.0000,34.9760,-117.0210,7.3000,9092523
3.0600,33.2640,-116.0040,3.3000,9092902
3.0400,37.2290,-116.6460,6.0000,9093071
3.1900,37.4780,-118.7670,6.0000,9093213
3.1200,33.2250,-116.0130,5.6000,9093372
3.1700,32.5740,-116.1720,2.2000,9093882
3.0700,32.5810,-116.1670,3.3000,9093932
3.7700,34.0100,-118.2180,9.5000,9093975
3.8300,35.0950,-118.3060,6.9000,9094270
3.0500,37.5440,-118.8030,6.1000,9094354
3.2200,37.4980,-118.8360,6.0000,9094529
3.0200,37.5050,-118.8220,5.5000,9094526
3.1700,37.6190,-118.8010,8.3000,9094721
3.1000,37.5310,-118.8310,0.3000,9094800
4.3500,35.7310,-118.4780,5.7000,9095528
3.5400,35.7330,-118.4780,3.5000,3318651
3.4000,35.7360,-118.4780,4.3000,3318658
3.4000,32.6060,-116.1540,6.8000,9095583
3.1500,32.8930,-115.5080,11.9000,9095945
3.1800,35.9890,-117.8770,3.5000,9095980
3.0700,35.7250,-118.4730,4.7000,9096044
3.2000,37.5050,-118.8730,0.0000,9096051
3.1100,37.4470,-118.8390,0.0000,9096175
3.3000,37.4540,-118.8470,0.0000,9096232
3.3900,37.4720,-118.8530,6.0000,9096247
3.0300,37.4760,-118.8190,6.0000,9096258
3.4700,37.4790,-118.8640,6.0000,9096270
3.3500,34.5200,-120.9920,6.0000,9096361
3.0900,35.9000,-120.4330,10.2000,9096392
3.2400,36.4180,-120.3670,6.0000,9096559
4.1500,33.6320,-116.7170,14.1000,9096656
3.5000,37.5100,-118.8250,0.0000,9096652
3.9800,34.3980,-118.6090,11.3000,9096972
3.2600,37.5210,-118.8160,0.0000,9097085
3.7000,32.7800,-115.5410,14.9000,9097165
3.8100,32.7700,-115.5480,14.5000,9097184
3.5900,32.7890,-115.5500,11.5000,9097185
3.0200,34.2180,-117.4370,14.0000,9097822
3.2400,37.4250,-117.0180,6.0000,9098461
3.1700,37.4180,-117.0470,6.0000,9098549
5.9400,37.5300,-116.9680,6.0000,9098566
3.6200,37.4430,-117.0590,6.0000,3319187
5.0500,37.4210,-117.0040,6.0000,3319188
3.1000,37.5300,-116.9150,6.0000,3319189
3.2900,37.4520,-117.0310,6.0000,9098550
3.9800,37.4120,-117.0470,6.0000,9098610
4.0500,37.3960,-117.0890,6.0000,3319204
3.3000,37.4390,-117.0180,6.0000,9098553
3.2100,37.4240,-117.0500,6.0000,9098635
3.2500,37.5520,-116.9620,6.0000,9098629
3.2800,37.4490,-116.9840,6.2000,9098664
3.0700,37.4280,-117.0430,6.0000,9098646
3.1000,37.4410,-117.0370,6.0000,9098674
3.2600,37.3920,-117.0810,6.0000,9098706
3.0500,37.5130,-117.0460,6.0000,9098695
3.1700,37.4430,-116.9980,6.0000,9098728
3.7900,37.4230,-117.0300,6.0000,9098753
3.2800,37.4040,-117.0610,6.0000,9098762
3.0400,37.4010,-117.0530,6.0000,9098763
3.1000,37.5140,-116.9700,6.0000,9098782
4.0800,37.4170,-117.0650,6.0000,9098867
4.9700,37.3830,-117.0930,6.0000,9098839
3.0000,37.4290,-117.0290,6.0000,3319214
3.3200,37.4370,-117.0480,6.0000,3319216
3.2900,37.3980,-117.0610,6.0000,9099000
3.2200,37.4490,-116.9740,6.0000,9099192
3.2200,37.4920,-116.8740,6.0000,9099226
3.2200,37.4500,-117.0190,6.0000,9099311
3.2600,32.0310,-114.7100,6.0000,9099444
3.1900,37.3810,-117.1220,6.0000,9099456
3.2300,37.5230,-118.8160,6.0000,9099482
3.3400,32.0720,-114.6620,6.0000,9099512
3.4200,37.5260,-118.8390,6.0000,9099576
3.0100,37.4180,-117.1550,6.0000,9099600
3.1300,37.4460,-117.0400,6.0000,9099636
3.3900,37.4050,-117.0660,8.6000,9099684
3.4400,32.0710,-114.6590,6.0000,9099831
3.2600,33.2640,-116.0010,4.1000,9099900
3.5200,33.5260,-117.6540,11.3000,9099968
3.4500,33.2700,-116.0050,2.4000,9100018
3.0400,32.0600,-114.6730,6.0000,9100061
3.1000,37.4660,-118.8040,0.0000,9100101
3.1500,37.4400,-116.9810,6.0000,9100166
3.1900,32.0710,-114.6460,6.0000,9100248
3.7100,32.0640,-114.6650,6.0000,9100260
3.0300,37.4920,-117.0360,6.0000,9100446
3.0000,32.0540,-114.6380,6.0000,9100658
3.0100,37.4460,-117.0930,6.0000,9100809
3.1300,34.5260,-119.7340,1.1000,9100879
3.2100,35.7420,-118.4810,4.9000,9101021
3.1900,32.0420,-114.6310,6.0000,9101306
3.0800,32.0730,-114.6790,6.0000,9101342
3.0900,34.3960,-116.4690,4.0000,9101425
3.0500,37.4570,-117.0170,6.0000,9101671
3.5500,32.0480,-114.6920,6.0000,9102013
3.1900,32.0540,-114.6920,6.0000,9102078
3.4800,32.0490,-114.7010,6.0000,9102096
3.0400,32.1000,-114.6380,6.0000,9102127
3.0600,32.0540,-114.6880,6.0000,9102193
3.0700,32.0070,-114.6530,6.0000,9102415
3.6600,32.0010,-114.7070,6.0000,9102459
3.1200,32.0590,-114.6980,6.0000,9102583
3.2700,32.0270,-114.6680,6.0000,9102667
3.5100,32.0210,-114.7080,6.0000,9102671
3.0400,32.0310,-114.6460,6.0000,9102815
3.1100,32.0330,-114.6590,6.0000,9102839
3.0000,32.0310,-114.6170,6.0000,9102916
3.7200,32.0350,-114.7050,6.0000,9103026
3.0000,32.0480,-114.6910,6.0000,9103020
3.1100,32.0410,-114.6660,6.0000,9103263
3.2500,32.0680,-114.6730,6.0000,9103268
3.4800,32.0660,-114.6730,6.0000,9103275
3.1100,32.0650,-114.6930,6.0000,9103390
3.2200,32.1000,-114.6700,6.0000,9103397
3.7200,32.6300,-116.1350,12.2000,9103860
3.1100,35.8600,-121.4310,6.0000,9104112
3.2900,37.4700,-118.7800,0.0000,9104132
3.3500,33.3390,-116.2090,17.4000,9104164
3.2800,37.4760,-118.8400,6.0000,9104297
4.8000,32.2720,-115.2330,6.0000,9104506
3.1000,32.0990,-114.6860,6.0000,9104651
3.1700,33.9370,-116.3590,9.4000,9104691
3.1200,36.0240,-117.8810,4.8000,9104930
3.5500,36.0220,-117.8820,3.7000,9105143
3.0800,36.0250,-117.8800,5.2000,9105210
3.1000,36.0230,-117.8870,4.9000,9105217
3.4400,37.6490,-118.7940,6.0000,9105462
3.8500,37.5780,-118.7840,6.8000,9105551
4.1200,34.3220,-116.8460,2.8000,9105672
3.5700,35.8090,-121.3380,9.1000,9105809
3.3300,36.2060,-117.8980,1.1000,9106025
3.1300,37.7930,-118.7820,6.0000,9106023
3.1700,36.8350,-121.6550,6.0000,9106052
4.5300,37.4350,-117.0430,6.0000,9106250
4.0800,37.4260,-117.0800,6.0000,9106287
3.2400,36.2060,-117.9010,0.0000,9106756
3.3200,33.0490,-115.9020,1.4000,9107010
3.0100,37.5090,-118.8180,6.0000,9107056
3.3200,34.3980,-119.4350,13.2000,9107408
3.7500,37.4060,-117.0920,6.0000,9107547
3.5900,37.3870,-117.0550,6.0000,9107553
3.0000,37.1600,-116.9000,4.9000,10060667
3.4000,34.3300,-118.8000,6.4000,10060699
3.2000,33.5700,-116.3600,6.1000,10060323
3.1000,33.8000,-116.2200,4.3000,10060315
3.1000,33.6600,-116.5100,6.0000,10060307
3.0000,34.1200,-118.6100,6.0000,10060203
3.2100,37.4000,-117.0800,6.0000,9107962
3.2200,35.9810,-120.5720,0.0000,9108363
3.7000,34.5940,-116.2700,0.0000,9108606
7.1000,34.5940,-116.2710,0.0000,9108652
4.7000,33.2320,-115.6600,6.0000,3327063
3.0000,34.2210,-116.3660,6.0000,3327068
4.7700,34.4450,-116.2640,0.3000,3320846
4.1500,34.6090,-116.2860,6.0000,3327069
4.9800,34.5020,-116.2030,6.0000,3320847
4.2500,34.6170,-116.2890,2.7000,3327070
4.0200,34.5360,-116.3110,6.0000,3327071
3.5000,34.2600,-117.2400,6.0000,10176031
4.4700,33.2860,-115.6470,2.5000,3327072
3.0000,34.5300,-116.2600,6.0000,3327080
5.7700,34.6780,-116.2900,15.3000,3320848
4.4800,34.5840,-116.2620,0.0000,3320849
4.1100,34.6230,-116.2950,6.0000,3320857
3.0300,34.3530,-116.1500,6.0000,3327074
4.4600,34.8030,-116.3200,0.0000,9108646
4.7400,34.7060,-116.3410,1.6000,9108676
3.9900,34.6710,-116.2920,1.8000,3320876
3.0000,34.5940,-116.2780,6.0000,9108780
4.3600,34.6390,-116.2870,0.0000,9108699
3.0000,34.6950,-116.3910,2.8000,3320898
4.0300,34.5040,-116.2350,1.0000,9108647
3.7100,33.1840,-115.5280,2.9000,9574828
3.3300,33.8900,-116.9210,9.0000,9574832
4.0100,34.6420,-116.2990,6.5000,9108649
4.7600,34.3620,-116.1480,0.1000,9108709
4.5000,34.5400,-116.2660,0.9000,3321286
3.9600,34.7360,-116.2330,7.0000,9574856
3.9300,34.1870,-116.5550,7.0000,9574868
3.3800,34.2050,-116.5850,7.0000,9574864
4.0400,34.6480,-116.3260,5.6000,9574876
3.5200,34.3690,-116.7540,7.0000,9574880
4.0800,34.6160,-116.3290,7.0000,9574884
3.7500,34.2030,-116.3800,6.0000,9574888
3.9600,33.2640,-115.6720,6.0000,9108673
3.7700,34.5200,-116.2570,5.6000,9574908
3.6600,34.7020,-116.3050,5.7000,9574916
3.1400,34.6080,-116.7430,5.6000,9574924
3.8800,34.4320,-116.2050,6.0000,9108687
3.0000,34.4740,-116.3000,7.0000,9108743
3.0000,34.5890,-116.2840,6.0000,10084578
4.3300,34.5830,-116.2820,0.0000,9108750
3.8200,34.6030,-116.2940,0.0000,9108859
3.5900,34.6460,-116.3310,5.1000,9574948
3.3600,34.7000,-116.3870,0.0000,9574952
3.5000,34.4690,-116.2600,6.0000,10084582
3.8600,34.5880,-116.2900,1.6000,9108765
3.0000,34.4540,-116.2470,0.0000,3321290
3.8700,34.4950,-116.2530,0.0000,9108894
3.0000,34.5790,-116.2940,6.0000,9108736
4.6300,34.8130,-116.3410,6.0000,9108775
3.5000,34.8000,-116.3680,6.5000,3320941
4.2000,34.3700,-116.1410,1.3000,3323814
3.0000,34.5120,-116.2780,6.0000,9108745
3.8900,34.5060,-116.3070,6.0000,9108753
3.7800,34.6810,-116.3470,1.2000,9108760
3.9700,34.7110,-116.3040,1.5000,9108803
3.2000,34.6780,-116.3610,5.8000,9108991
3.0000,34.7030,-116.3110,6.0000,9108762
3.4500,34.4710,-116.2310,0.3000,9108823
3.0000,34.5640,-116.2840,0.1000,3325053
3.8800,34.4440,-116.2640,1.4000,9108771
4.2500,34.7220,-116.2970,0.0000,9108831
3.5000,34.6510,-116.2970,6.0000,9109017
3.4400,34.6240,-116.2970,3.3000,9108794
3.5600,34.6820,-116.3630,1.5000,9109053
3.6700,34.6030,-116.2880,0.1000,9108846
3.1200,34.5580,-116.2670,0.8000,9108815
3.7400,34.5390,-116.3050,0.1000,9108864
3.6600,34.3680,-116.1320,0.3000,9108876
4.4200,34.5050,-116.2600,0.1000,9108881
5.3700,34.4410,-116.2520,2.0000,3320736
3.4200,34.6890,-116.3110,1.6000,9108899
3.7500,34.6810,-116.3060,5.8000,9109241
3.2700,34.4330,-116.2460,1.6000,9108861
3.3100,34.5550,-116.2430,0.6000,9108873
3.1700,34.4750,-116.2210,0.3000,9108878
3.9300,34.5550,-116.2740,1.1000,9108924
3.1700,34.3400,-116.1370,0.0000,3321255
3.5700,34.6040,-116.2830,6.0000,9108890
3.0000,34.6580,-116.2920,6.0000,3325055
3.0100,34.5190,-116.2670,0.0000,9108897
3.6200,34.4280,-116.2140,0.0000,9108902
3.6500,34.6000,-116.3010,0.0000,9108915
3.2500,33.8020,-116.1190,13.5000,9108916
3.5500,33.7960,-116.1210,9.2000,9108920
3.0900,34.5560,-116.2870,5.6000,9578856
3.5000,34.5510,-116.3370,5.6000,9578860
4.2400,34.4500,-116.2330,0.0000,9108964
3.5200,33.2740,-115.7170,4.3000,9520938
3.4600,34.6900,-116.3040,0.5000,9108970
4.3700,34.8290,-116.3450,0.0000,9108985
3.1300,33.7940,-116.1210,5.5000,9108953
3.4600,34.5720,-116.2440,2.8000,9108962
3.4000,34.3710,-116.1370,0.8000,3322136
3.0600,34.4880,-116.2570,0.0000,9108969
3.3500,34.7190,-116.3010,4.1000,9108988
3.0500,34.6500,-116.2950,7.0000,9578928
3.0600,34.4760,-116.2700,6.0000,9108995
3.1500,34.4610,-116.2150,1.6000,9109030
3.6500,34.4520,-116.2330,0.4000,9112176
3.4900,34.5850,-116.2990,0.0000,9109000
3.1500,34.5290,-116.2660,6.0000,9109002
3.7400,34.4950,-116.2580,0.0000,9109043
3.1800,34.6640,-116.3630,3.5000,9112184
3.1000,34.7370,-116.3430,0.0000,9109041
3.3000,34.6030,-116.3060,0.0000,9109027
3.2000,34.4770,-116.2540,0.0000,9109036
3.0900,34.4170,-116.2400,1.4000,9109051
3.0000,34.3830,-116.4740,1.4000,9109055
3.0900,34.4870,-116.2500,1.3000,9109057
3.5100,34.6190,-116.2990,0.0000,9109085
3.7400,34.3700,-116.1590,5.0000,9109099
3.3600,34.5830,-116.2760,0.9000,9109103
3.1200,34.5100,-116.2460,0.0000,9112208
3.0700,34.6630,-116.2960,1.4000,9109114
3.2600,34.6020,-116.2920,6.0000,9109120
3.1900,34.4250,-116.2090,0.0000,3325059
4.0300,34.6800,-116.3090,0.8000,9109131
3.6100,34.5210,-116.2680,0.0000,9109141
3.8300,34.6780,-116.3010,0.0000,7149398
3.3900,34.6020,-116.2930,6.0000,3320776
3.1500,34.5120,-116.2580,6.0000,3320777
3.5600,34.6660,-116.3030,1.7000,7149405
3.1700,34.5670,-116.2560,0.0000,9109154
3.4600,34.6980,-116.2860,1.1000,9109176
3.2000,34.6780,-116.2900,5.6000,3321257
3.2800,34.6130,-116.4420,0.0000,3321260
3.6000,33.7880,-116.1170,10.7000,3321258
3.0000,34.5900,-116.3000,1.0000,3321265
3.3000,34.5760,-116.2710,0.6000,3321259
3.0000,34.4900,-116.2700,0.0000,3321266
3.2000,34.6040,-116.2360,0.0000,3322145
3.4000,34.6470,-116.3470,0.0000,9109162
3.2000,34.6810,-116.3620,2.5000,9109232
3.2600,34.4760,-116.2640,0.0000,9112279
3.2800,34.6050,-116.2510,0.0000,9109230
3.2700,34.5540,-116.2500,0.0000,9109169
3.0900,33.2150,-115.6460,2.1000,9109258
4.5800,34.4300,-116.2520,0.0000,9109254
3.0000,34.4350,-116.2160,0.0000,3325062
3.2000,34.4750,-116.2630,0.0000,3325061
3.5300,33.2680,-115.7170,0.7000,9109243
3.1000,34.5320,-116.2450,0.9000,9109260
3.0000,34.6810,-116.3040,3.3000,3321272
4.2700,34.7040,-116.2940,3.6000,9109287
3.7300,34.5680,-116.2650,0.0000,9109267
3.6100,34.7870,-116.3430,0.0000,9109270
3.3700,34.5890,-116.2750,0.0000,9109281
